id,created_at,account_id,total,refunded
2408718,2019-10-04 15:52:22 UTC,2737046,16200,0
9003441,2019-08-09 22:41:58 UTC,1268531,16200,0
1035192,2019-08-14 14:59:13 UTC,2810879,16200,0
3196541,2019-07-30 04:22:15 UTC,3846816,16200,0
2425164,2019-07-02 12:54:38 UTC,2421795,16200,0
2833095,2019-07-24 14:14:46 UTC,1991913,16200,0
3985412,2019-07-17 06:53:01 UTC,391864,16200,0
609141,2019-09-24 08:38:00 UTC,976931,16200,0
9232095,2019-08-03 11:52:27 UTC,592967,16200,0
2814106,2019-09-19 06:40:18 UTC,3102604,16200,0
5921362,2019-07-24 04:50:58 UTC,1623381,16200,0
7320767,2019-07-26 11:18:23 UTC,3434928,16200,0
7857993,2019-08-22 19:55:20 UTC,1494066,16200,0
1466961,2019-09-27 17:39:41 UTC,1750310,16200,0
1544507,2019-10-04 18:17:18 UTC,1543295,16200,0
6703754,2019-07-30 04:06:01 UTC,3120508,16200,0
9264334,2019-06-29 06:42:22 UTC,962770,16200,0
3508950,2019-09-24 10:19:19 UTC,3124483,16200,0
6315658,2019-06-28 11:57:21 UTC,1044777,16200,0
968842,2019-10-04 07:15:29 UTC,1163671,16200,0
4474267,2019-07-14 07:18:27 UTC,883891,16200,0
3279078,2019-07-22 01:49:57 UTC,539991,16200,0
2607451,2019-07-17 04:38:51 UTC,1300524,16200,0
3435991,2019-06-17 21:43:11 UTC,2838068,16200,0
1060444,2019-07-14 19:10:16 UTC,879291,16200,0
2217060,2019-09-15 21:58:33 UTC,1533282,16200,0
4990217,2019-08-09 02:27:37 UTC,521701,16200,0
1774017,2019-09-03 02:27:37 UTC,1567045,16200,0
8467364,2019-06-25 09:33:30 UTC,2925186,16200,0
8320447,2019-08-08 08:15:39 UTC,590478,16200,0
5811018,2019-08-25 02:18:10 UTC,2694457,16200,0
3175817,2019-06-29 23:36:32 UTC,1477225,16200,0
4346373,2019-10-01 03:38:10 UTC,2304117,16200,0
539981,2019-07-29 09:50:04 UTC,1470478,16200,0
2275098,2019-06-20 14:09:48 UTC,3137097,16200,0
5847130,2019-09-07 11:18:21 UTC,1365200,16200,0
3655541,2019-07-17 19:19:57 UTC,3344067,16200,0
4611983,2019-07-27 14:52:53 UTC,3137658,16200,0
1853843,2019-08-26 15:12:13 UTC,1408847,16200,0
4383708,2019-09-21 13:10:56 UTC,1416920,16200,0
8338302,2019-10-03 21:07:31 UTC,3096221,16200,0
302708,2019-07-12 15:25:17 UTC,2734087,16200,0
5225485,2019-08-10 00:19:52 UTC,3501838,16200,0
9191527,2019-09-22 15:52:23 UTC,552757,16200,0
893177,2019-08-05 02:46:18 UTC,1626827,16200,0
2277448,2019-09-21 22:52:54 UTC,1845314,16200,0
9022615,2019-08-22 23:23:33 UTC,2054324,16200,0
6447045,2019-07-01 17:20:58 UTC,913708,16200,0
4544837,2019-08-03 16:43:45 UTC,2719172,16200,0
4307274,2019-07-16 14:26:02 UTC,2123611,16200,0
7840823,2019-08-31 09:33:32 UTC,2441338,16200,0
7251469,2019-09-19 05:12:30 UTC,2260661,16200,0
7458423,2019-08-09 13:43:59 UTC,820893,16200,0
533955,2019-09-08 09:18:38 UTC,3887691,16200,0
1951743,2019-08-10 01:07:38 UTC,1647424,16200,0
7289743,2019-09-03 03:32:59 UTC,3714276,16200,0
1916210,2019-08-25 01:52:22 UTC,2466088,16200,0
1169677,2019-10-04 15:31:26 UTC,1084524,16200,0
3409479,2019-07-13 07:00:24 UTC,1499651,16200,0
3909969,2019-09-12 04:33:31 UTC,477479,16200,0
2382973,2019-07-18 12:37:25 UTC,982363,16200,0
4697994,2019-06-26 20:16:33 UTC,1771881,16200,0
3184198,2019-06-22 22:06:08 UTC,3450467,16200,0
4599044,2019-08-03 16:28:18 UTC,1822937,16200,0
6826179,2019-07-25 08:48:34 UTC,3422726,16200,0
586431,2019-07-17 01:06:20 UTC,3470047,16200,0
6939971,2019-07-31 05:50:14 UTC,1426221,16200,0
1907716,2019-08-30 09:42:28 UTC,518421,16200,0
8392641,2019-09-10 20:52:02 UTC,1965647,16200,0
8325289,2019-08-12 14:31:22 UTC,966728,16200,0
6599649,2019-09-23 02:39:31 UTC,2844686,16200,0
5814005,2019-10-07 21:54:40 UTC,876805,16200,0
8108010,2019-08-07 07:15:48 UTC,2449056,16200,0
5592860,2019-07-02 12:37:42 UTC,3360821,16200,0
7138251,2019-09-04 02:49:58 UTC,2951649,16200,0
181867,2019-07-31 21:37:58 UTC,2931511,16200,0
2911813,2019-07-07 06:41:12 UTC,2000953,16200,0
2949544,2019-07-13 01:29:54 UTC,1680068,16200,0
8166828,2019-07-13 00:11:00 UTC,3470776,16200,0
4629453,2019-08-07 17:27:50 UTC,1907792,16200,0
3214635,2019-09-01 06:17:01 UTC,2078212,16200,0
9033484,2019-09-13 19:51:58 UTC,3528480,16200,0
2586256,2019-06-25 11:29:47 UTC,2574871,16200,0
2284493,2019-07-26 08:46:28 UTC,574930,16200,0
3913816,2019-07-17 18:07:10 UTC,2095438,16200,0
4953853,2019-08-20 20:40:54 UTC,2297186,16200,0
5887802,2019-07-14 16:49:00 UTC,3648099,16200,0
3408879,2019-06-21 13:12:19 UTC,3093334,16200,0
2495351,2019-08-14 02:48:44 UTC,752833,16200,0
8031500,2019-09-13 22:32:56 UTC,2090476,16200,0
5387772,2019-07-23 19:23:19 UTC,1590573,16200,0
3403556,2019-08-19 05:18:39 UTC,2920123,16200,0
4597413,2019-10-08 04:17:02 UTC,1620682,16200,0
8035510,2019-08-05 01:41:50 UTC,1085316,16200,0
8199898,2019-08-19 23:51:57 UTC,3116679,16200,0
8446695,2019-06-27 23:01:38 UTC,585538,16200,0
2608044,2019-09-23 17:26:19 UTC,1915808,16200,0
539576,2019-09-13 03:54:24 UTC,2491883,16200,0
958415,2019-09-22 20:58:19 UTC,1115058,16200,0
499072,2019-07-08 23:58:09 UTC,2417070,16200,0
5846702,2019-08-02 19:15:03 UTC,2327232,16200,0
883888,2019-06-22 09:29:11 UTC,770572,16200,0
7462049,2019-06-27 22:37:24 UTC,2973279,16200,0
6348329,2019-08-23 20:34:36 UTC,1698077,16200,0
8095616,2019-07-14 14:47:34 UTC,517108,16200,0
8669354,2019-08-25 22:56:57 UTC,2391570,16200,0
956244,2019-06-27 14:55:14 UTC,1723594,16200,0
7988980,2019-09-28 21:44:11 UTC,2316435,16200,0
8120475,2019-08-15 03:53:13 UTC,2020963,16200,0
1410789,2019-07-20 04:08:59 UTC,1990431,16200,0
9380091,2019-09-04 01:05:38 UTC,874308,16200,0
5639684,2019-08-19 15:10:32 UTC,426062,16200,0
7055727,2019-07-08 23:51:53 UTC,2263528,16200,0
4651216,2019-09-16 10:32:04 UTC,3709447,16200,0
8353002,2019-08-04 14:07:38 UTC,3949264,16200,0
4333170,2019-08-07 19:14:13 UTC,3354678,16200,0
7747124,2019-09-19 14:46:30 UTC,347967,16200,0
3501785,2019-09-08 05:49:10 UTC,3637196,16200,0
3083071,2019-07-03 11:48:28 UTC,1082166,16200,0
5586279,2019-10-07 07:51:06 UTC,2010089,16200,0
4931347,2019-09-06 07:14:18 UTC,1039726,16200,0
3603877,2019-08-05 23:21:03 UTC,1114479,16200,0
1341839,2019-09-22 05:18:15 UTC,1731333,16200,0
6838952,2019-06-22 01:38:40 UTC,3509241,16200,0
6627296,2019-08-10 06:03:02 UTC,499677,16200,0
5078657,2019-07-15 21:26:06 UTC,1409355,16200,0
5584826,2019-10-07 23:36:46 UTC,3655966,16200,0
8172304,2019-06-26 00:15:38 UTC,3010167,16200,0
3993535,2019-08-31 09:05:16 UTC,1129807,16200,0
6482755,2019-06-20 06:38:09 UTC,1484025,16200,0
670835,2019-06-17 05:00:18 UTC,3861195,16200,0
2501884,2019-06-18 06:45:10 UTC,2940297,16200,0
6131869,2019-07-06 20:40:20 UTC,2276998,16200,0
6573221,2019-06-19 04:38:52 UTC,1585361,16200,0
6075585,2019-09-04 23:14:15 UTC,1066174,16200,0
1182077,2019-07-23 19:55:11 UTC,1315579,16200,0
8031893,2019-08-15 12:24:27 UTC,3734448,16200,0
7401896,2019-09-12 01:29:32 UTC,3315713,16200,0
9407008,2019-09-23 14:56:44 UTC,3732579,16200,0
7120976,2019-07-03 04:04:10 UTC,2187635,16200,0
8305580,2019-10-08 06:34:23 UTC,1517952,16200,0
1836727,2019-08-19 10:16:39 UTC,2950917,16200,0
3095314,2019-07-08 07:18:20 UTC,1647558,16200,0
4179470,2019-09-12 08:18:45 UTC,372593,16200,0
5826565,2019-09-20 06:31:10 UTC,360116,16200,0
492976,2019-09-13 20:49:37 UTC,1446545,16200,0
3676282,2019-08-31 14:13:56 UTC,2165744,16200,0
5515017,2019-09-22 14:50:09 UTC,2131919,16200,0
4722531,2019-09-17 03:47:57 UTC,373280,16200,0
7998426,2019-09-11 08:50:40 UTC,1458008,16200,0
1935220,2019-09-17 03:58:09 UTC,1907752,16200,0
3806770,2019-08-31 09:54:22 UTC,3427622,16200,0
1173000,2019-08-08 23:54:09 UTC,3669464,16200,0
8279767,2019-08-27 16:47:28 UTC,460517,16200,0
8549708,2019-07-29 18:37:17 UTC,518578,16200,0
5857791,2019-08-02 16:15:46 UTC,2915231,16200,0
729280,2019-06-21 18:20:50 UTC,3072708,16200,0
6065119,2019-08-17 13:52:21 UTC,3703349,16200,0
4154247,2019-08-10 09:59:40 UTC,2641023,16200,0
5436906,2019-07-06 12:15:29 UTC,886734,16200,0
3513246,2019-07-25 08:35:31 UTC,789156,16200,0
2372976,2019-09-25 13:05:51 UTC,1296993,16200,0
3920972,2019-07-07 04:32:09 UTC,3622775,16200,0
5266514,2019-06-30 03:53:47 UTC,3662614,16200,0
1177962,2019-09-15 03:55:17 UTC,1156666,16200,0
687027,2019-08-04 11:27:57 UTC,3245811,16200,0
5105150,2019-08-16 01:21:24 UTC,1189736,16200,0
7370641,2019-09-09 19:45:04 UTC,2077421,16200,0
4497106,2019-09-19 01:00:45 UTC,525641,16200,0
7208095,2019-09-21 01:43:37 UTC,3091385,16200,0
6699147,2019-10-09 05:14:24 UTC,1526464,16200,0
6610955,2019-08-14 21:49:14 UTC,395282,16200,0
5775219,2019-10-04 15:46:06 UTC,1910902,16200,0
1100466,2019-07-11 22:56:49 UTC,1173599,16200,0
2504714,2019-09-12 14:47:19 UTC,1884438,16200,0
7543309,2019-06-23 04:03:40 UTC,748927,16200,0
5038207,2019-08-13 21:17:18 UTC,2800140,16200,0
6038868,2019-07-20 22:38:24 UTC,3863602,16200,0
4277375,2019-06-24 19:07:52 UTC,3098909,16200,0
5560942,2019-07-15 18:42:27 UTC,3850736,16200,0
6017468,2019-10-06 09:46:16 UTC,1192594,16200,0
3396293,2019-07-26 06:50:29 UTC,2830434,16200,0
5025236,2019-09-20 04:59:45 UTC,1971350,16200,0
7364004,2019-07-23 22:01:44 UTC,1003750,16200,0
8370989,2019-07-16 05:03:16 UTC,3735241,16200,0
248102,2019-07-09 07:07:06 UTC,2556099,16200,0
2034293,2019-09-13 04:43:26 UTC,3778926,16200,0
7032334,2019-08-11 14:05:07 UTC,3744415,16200,0
8964950,2019-07-26 16:56:41 UTC,3655353,16200,0
2514462,2019-08-09 01:49:47 UTC,3550544,16200,0
1966814,2019-09-26 02:42:38 UTC,2413530,16200,0
6341031,2019-09-20 09:02:42 UTC,2654131,16200,0
5076054,2019-09-20 02:52:02 UTC,3080728,16200,0
3703710,2019-08-19 19:38:01 UTC,3058458,16200,0
2654795,2019-07-15 04:58:04 UTC,3910832,16200,0
4109551,2019-08-21 18:11:24 UTC,1856199,16200,0
1215003,2019-09-30 04:54:39 UTC,3311939,16200,0
6375979,2019-09-24 05:19:49 UTC,3183807,16200,0
2104934,2019-08-18 22:04:33 UTC,3751092,16200,0
1601484,2019-06-16 17:22:48 UTC,812764,16200,0
5256645,2019-09-30 12:36:27 UTC,3352862,16200,0
7654783,2019-07-06 05:29:18 UTC,2043116,16200,0
9254423,2019-08-22 03:43:00 UTC,3193746,16200,0
8550722,2019-08-30 06:54:16 UTC,1199732,16200,0
451061,2019-09-11 00:51:22 UTC,3849267,16200,0
7917925,2019-07-23 02:04:34 UTC,3684035,16200,0
6752922,2019-08-08 07:13:39 UTC,1320267,16200,0
6775566,2019-10-07 22:37:06 UTC,2854273,16200,0
3597377,2019-09-03 04:42:37 UTC,605909,16200,0
7506908,2019-08-06 11:05:56 UTC,721954,16200,0
5156555,2019-07-04 21:07:04 UTC,2161319,16200,0
1226204,2019-09-25 13:06:10 UTC,3185934,16200,0
2154459,2019-10-09 06:50:04 UTC,3146737,16200,0
8668551,2019-09-08 11:34:17 UTC,3336855,16200,0
5067474,2019-08-16 23:13:27 UTC,1141907,16200,0
3679838,2019-06-21 08:37:23 UTC,2059783,16200,0
5794593,2019-07-02 05:04:54 UTC,2406090,16200,0
2943453,2019-07-22 19:14:19 UTC,978950,16200,0
3612325,2019-06-28 01:36:34 UTC,2012500,16200,0
4773096,2019-07-11 00:35:25 UTC,1355228,16200,0
6219635,2019-07-29 03:22:04 UTC,3367675,16200,0
583355,2019-08-09 16:24:38 UTC,2407616,16200,0
2806830,2019-08-03 14:00:15 UTC,1624156,16200,0
1884948,2019-07-09 18:29:08 UTC,3774781,16200,0
3806976,2019-07-31 07:25:17 UTC,567120,16200,0
299259,2019-09-06 19:31:39 UTC,2169747,16200,0
7955813,2019-10-09 19:48:45 UTC,2751549,16200,0
7085276,2019-08-25 13:41:25 UTC,2519040,16200,0
4981550,2019-10-06 06:18:30 UTC,2430822,16200,0
713280,2019-08-25 16:41:01 UTC,1441800,16200,0
3769228,2019-08-01 03:14:17 UTC,3410884,16200,0
1238154,2019-10-04 00:49:30 UTC,1876362,16200,0
2384387,2019-08-24 20:34:49 UTC,1573832,16200,0
4182902,2019-07-19 18:20:01 UTC,2548138,16200,0
7465176,2019-10-04 17:34:08 UTC,542758,16200,0
1209168,2019-07-30 09:06:28 UTC,1155483,16200,0
1015093,2019-08-12 02:28:42 UTC,1279764,16200,0
4517012,2019-07-24 20:06:41 UTC,434365,16200,0
6751885,2019-07-17 08:41:18 UTC,2461059,16200,0
7147078,2019-06-22 05:00:31 UTC,1417319,16200,0
1515030,2019-08-26 07:54:46 UTC,1337960,16200,0
184152,2019-06-21 03:45:03 UTC,813325,16200,0
3040287,2019-08-24 20:32:11 UTC,2555348,16200,0
2558795,2019-09-28 10:23:26 UTC,2403210,16200,0
4971526,2019-08-27 05:20:41 UTC,2930822,16200,0
4808281,2019-08-02 21:19:28 UTC,658829,16200,0
5061941,2019-09-29 17:25:08 UTC,3322970,16200,0
859335,2019-06-19 22:25:38 UTC,2713797,16200,0
5139169,2019-08-16 19:38:53 UTC,3893647,16200,0
3100448,2019-08-26 04:39:24 UTC,2705131,16200,0
2359373,2019-08-22 14:19:21 UTC,1168488,16200,0
1271306,2019-07-01 05:56:14 UTC,2730666,16200,0
950977,2019-10-07 17:27:39 UTC,1653198,16200,0
8578741,2019-08-15 14:49:34 UTC,1025849,16200,0
2299996,2019-09-20 13:20:06 UTC,3027854,16200,0
8350174,2019-08-12 15:12:58 UTC,917303,16200,0
5656871,2019-07-26 18:23:41 UTC,3257627,16200,0
6526474,2019-08-02 21:31:06 UTC,2436923,16200,0
3222303,2019-07-12 14:06:30 UTC,1061573,16200,0
6827010,2019-07-04 19:15:32 UTC,2430511,16200,0
5050203,2019-10-08 05:23:54 UTC,930053,16200,0
5986449,2019-09-04 05:28:41 UTC,2909855,16200,0
4276794,2019-08-22 20:17:07 UTC,3174922,16200,0
8732292,2019-10-02 21:44:25 UTC,2938736,16200,0
7731951,2019-10-08 04:38:15 UTC,2853040,16200,0
1049736,2019-07-01 23:33:20 UTC,2135612,16200,0
2157902,2019-08-26 02:21:12 UTC,1973707,16200,0
4717919,2019-09-11 20:00:35 UTC,2451195,16200,0
4617618,2019-07-01 14:39:18 UTC,2804220,16200,0
3115701,2019-07-03 20:11:41 UTC,2858910,16200,0
6827427,2019-10-09 09:13:29 UTC,2086591,16200,0
4711397,2019-08-10 19:38:12 UTC,1295182,16200,0
4044856,2019-07-23 09:34:52 UTC,2057731,16200,0
5550134,2019-08-14 06:42:19 UTC,1253904,16200,0
462915,2019-09-13 20:01:54 UTC,3195266,16200,0
6189587,2019-08-16 21:52:32 UTC,3283111,16200,0
6973881,2019-08-06 04:40:16 UTC,1931127,16200,0
3706945,2019-09-08 02:00:00 UTC,1862204,16200,0
6572797,2019-09-13 05:12:57 UTC,2879390,16200,0
3345794,2019-09-28 01:19:24 UTC,1727234,16200,0
5701185,2019-08-24 12:06:14 UTC,1727135,16200,0
7665236,2019-09-15 11:42:19 UTC,2177581,16200,0
3220094,2019-06-29 21:46:42 UTC,354990,16200,0
9108545,2019-09-23 18:56:05 UTC,2846213,16200,0
8079928,2019-10-06 17:21:02 UTC,3626228,16200,0
1323900,2019-09-16 01:10:41 UTC,3207447,16200,0
2790898,2019-08-15 16:15:11 UTC,1627001,16200,0
729872,2019-06-22 02:08:18 UTC,2228352,16200,0
714663,2019-08-07 12:21:52 UTC,1371412,16200,0
1882333,2019-09-07 18:00:32 UTC,3944227,16200,0
1146805,2019-07-09 12:25:15 UTC,2453282,16200,0
1758654,2019-07-02 22:52:09 UTC,356614,16200,0
3069195,2019-08-08 10:58:33 UTC,3766420,16200,0
7337276,2019-09-25 08:12:20 UTC,3503136,16200,0
4485745,2019-10-02 19:13:03 UTC,2541407,16200,0
5046616,2019-08-29 02:40:03 UTC,2405134,16200,0
7363214,2019-07-29 01:02:22 UTC,897522,16200,0
9167427,2019-08-23 01:49:41 UTC,3242061,16200,0
2401521,2019-07-22 13:48:33 UTC,2601330,16200,0
7886376,2019-09-30 16:39:01 UTC,2355975,16200,0
1865932,2019-07-03 23:29:57 UTC,662928,16200,0
7900477,2019-09-30 06:56:46 UTC,829534,16200,0
2820761,2019-07-13 04:18:11 UTC,1314552,16200,0
3938090,2019-09-01 13:27:02 UTC,3155117,16200,0
3125690,2019-08-18 13:06:43 UTC,2908018,16200,0
6601250,2019-09-20 18:11:02 UTC,541352,16200,0
2499671,2019-07-14 11:30:01 UTC,3784440,16200,0
2020898,2019-08-20 09:51:55 UTC,2516458,16200,0
8856528,2019-08-09 23:10:00 UTC,1399783,16200,0
8064471,2019-10-08 10:46:04 UTC,3592129,16200,0
8807134,2019-08-26 11:59:15 UTC,907247,16200,0
9143950,2019-09-01 07:21:48 UTC,3164637,16200,0
3096313,2019-09-09 23:06:54 UTC,1720635,16200,0
2839398,2019-08-20 06:45:31 UTC,1476654,16200,0
3903162,2019-09-22 10:17:10 UTC,3454400,16200,0
356978,2019-09-07 08:35:01 UTC,1365086,16200,0
7799239,2019-10-07 14:25:16 UTC,1211667,16200,0
7108845,2019-09-25 18:19:13 UTC,3006630,16200,0
5363589,2019-08-27 16:15:52 UTC,1294978,16200,0
1757275,2019-07-10 13:34:47 UTC,2872801,16200,0
343222,2019-08-25 13:46:37 UTC,2969614,16200,0
3202472,2019-09-17 12:50:41 UTC,1861172,16200,0
2297786,2019-09-18 02:04:41 UTC,943526,16200,0
2748658,2019-09-12 13:11:49 UTC,434527,16200,0
3545645,2019-07-10 00:47:56 UTC,433912,16200,0
1926333,2019-09-14 19:03:32 UTC,1714190,16200,0
7901695,2019-08-29 03:19:55 UTC,503228,16200,0
703120,2019-06-23 03:27:17 UTC,3545359,16200,0
223379,2019-09-03 22:24:26 UTC,3613155,16200,0
4731969,2019-06-22 02:08:50 UTC,2653763,16200,0
271781,2019-08-24 21:54:31 UTC,967429,16200,0
4130430,2019-09-21 15:24:30 UTC,2711242,16200,0
360650,2019-08-09 19:48:04 UTC,2232755,16200,0
8585989,2019-07-04 03:54:43 UTC,441487,16200,0
7057118,2019-07-14 12:26:15 UTC,1004861,16200,0
2878132,2019-09-06 22:15:02 UTC,437639,16200,0
6832776,2019-07-07 17:15:51 UTC,1270707,16200,0
9235823,2019-07-14 11:37:57 UTC,3934190,16200,0
1062084,2019-09-19 12:52:49 UTC,2848751,16200,0
57897,2019-09-26 22:17:16 UTC,1785613,16200,0
7273256,2019-06-23 03:18:17 UTC,624411,16200,0
5506043,2019-07-25 11:26:44 UTC,2885791,16200,0
156018,2019-08-26 08:47:17 UTC,2593244,16200,0
6042610,2019-07-25 21:28:27 UTC,3619800,16200,0
6904464,2019-07-23 10:30:14 UTC,862827,16200,0
4420914,2019-09-07 09:29:58 UTC,1324331,16200,0
8760919,2019-10-04 21:22:34 UTC,2662551,16200,0
3852059,2019-08-04 02:19:48 UTC,1625623,16200,0
1209587,2019-07-31 10:28:27 UTC,2143951,16200,0
6143533,2019-06-28 10:33:01 UTC,1941859,16200,0
9217872,2019-08-08 16:03:03 UTC,2925205,16200,0
7584666,2019-10-04 02:46:40 UTC,2433512,16200,0
5301191,2019-07-02 02:03:08 UTC,531834,16200,0
4422351,2019-08-02 00:48:25 UTC,3531205,16200,0
993842,2019-07-07 00:35:18 UTC,3127634,16200,0
1539665,2019-09-01 04:50:55 UTC,901314,16200,0
722106,2019-06-21 18:08:23 UTC,2172987,16200,0
679952,2019-09-18 22:14:40 UTC,1596556,16200,0
3141459,2019-08-21 10:11:41 UTC,2532383,16200,0
1857437,2019-08-11 00:08:36 UTC,3195735,16200,0
7100250,2019-09-15 15:16:48 UTC,3439354,16200,0
2704451,2019-09-19 03:25:14 UTC,3629625,16200,0
7291816,2019-07-30 03:08:10 UTC,1175570,16200,0
1473637,2019-06-17 09:44:28 UTC,3272804,16200,0
3209080,2019-08-29 20:12:58 UTC,702760,16200,0
7093669,2019-08-02 00:06:55 UTC,1076234,16200,0
4422555,2019-09-24 15:29:55 UTC,785176,16200,0
3880802,2019-08-31 02:38:57 UTC,3425214,16200,0
6812971,2019-09-12 03:14:51 UTC,3258151,16200,0
4263468,2019-08-03 06:09:58 UTC,2429527,16200,0
5328190,2019-08-05 18:23:09 UTC,1943122,16200,0
4570432,2019-09-20 13:56:22 UTC,2423116,16200,0
8809935,2019-07-05 07:19:28 UTC,494377,16200,0
3955144,2019-08-13 17:42:03 UTC,3824520,16200,0
4315798,2019-09-30 23:40:16 UTC,1161243,16200,0
2662727,2019-06-19 06:41:49 UTC,1508642,16200,0
2914105,2019-10-10 08:19:41 UTC,3142291,16200,0
7643619,2019-07-01 11:39:32 UTC,3112033,16200,0
5788982,2019-09-21 06:06:27 UTC,1577797,16200,0
8856893,2019-07-31 08:47:25 UTC,3035661,16200,0
3430191,2019-07-02 03:23:05 UTC,2982091,16200,0
